Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects
14-18,Oily,Oily to Normal,Yes,Open Pores,General,Green Tea Extract + Salicylic Acid + Niacinamide,8% + 2% + 1%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
14-18,Oily,Oily to Normal,Yes,Redness,General,Niacinamide + Aloe Vera + Chamomile Extract,5% + 3% + 8%,"Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin, Calms redness and irritation"
14-18,Oily,Oily to Normal,Yes,Sun Tan,General,Niacinamide + Licorice Extract + Alpha Arbutin,3% + 0.5% + 2%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots"
14-18,Oily,Oily to Normal,Yes,Whiteheads / Blackheads,General,Zinc PCA + Salicylic Acid + Willow Bark Extract,8% + 5% + 3%,"Controls sebum production, Unclogs pores and removes excess oil, Naturally exfoliates and clears pores"
14-18,Oily,Oily to Normal,Yes,Wrinkles,General,Coenzyme Q10 + Hyaluronic Acid + Niacinamide,5% + 2% + 10%,"Provides antioxidant protection and supports skin repair, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
14-18,Oily,Oily to Normal,No,Acne,Comedonal,Niacinamide + Zinc PCA + Azelaic Acid,8% + 0.5% + 1%,"Reduces inflammation and regulates sebum, Controls sebum production, Reduces acne and improves skin texture"
14-18,Oily,Oily to Normal,No,Acne,Inflammatory,Green Tea Extract + Benzoyl Peroxide + Niacinamide,2% + 10% + 0.5%,"Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Reduces inflammation and regulates sebum"
14-18,Oily,Oily to Normal,No,Acne,Nodular,Green Tea Extract + Azelaic Acid + Salicylic Acid,5% + 3% + 0.5%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
14-18,Oily,Oily to Normal,No,Acne,Cystic,Niacinamide + Benzoyl Peroxide + Salicylic Acid,3% + 0.5% + 1%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
14-18,Oily,Oily to Normal,No,Dark Circles,Pigmented,Caffeine + Licorice Extract + Hyaluronic Acid,0.5% + 1% + 5%,"Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone, Hydrates and plumps the skin"
14-18,Oily,Oily to Normal,No,Dark Circles,Vascular,Hyaluronic Acid + Niacinamide + Vitamin C,0.5% + 3% + 1%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
14-18,Oily,Oily to Normal,No,Dark Spots,General,Alpha Arbutin + Niacinamide + Licorice Extract,1% + 8% + 10%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
14-18,Oily,Oily to Normal,No,Dullness,General,Lactic Acid + Niacinamide + Hyaluronic Acid,8% + 5% + 1%,"Gently exfoliates and improves skin radiance, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
14-18,Oily,Oily to Normal,No,Hyperpigmentation,General,Niacinamide + Vitamin C + Tranexamic Acid,1% + 8% + 5%,"Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation, Reduces melanin production and pigmentation"
14-18,Oily,Oily to Normal,No,Open Pores,General,Azelaic Acid + Salicylic Acid + Clay,3% + 10% + 5%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores"
14-18,Oily,Oily to Normal,No,Redness,General,Niacinamide + Centella Asiatica + Green Tea Extract,0.5% + 2% + 10%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
14-18,Oily,Oily to Normal,No,Sun Tan,General,Aloe Vera + Vitamin C + Alpha Arbutin,2% + 10% + 8%,"Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation, Reduces hyperpigmentation and dark spots"
14-18,Oily,Oily to Normal,No,Whiteheads / Blackheads,General,Zinc PCA + Willow Bark Extract + Glycolic Acid,0.5% + 8% + 1%,"Controls sebum production, Naturally exfoliates and clears pores, Exfoliates dead skin cells and smooths skin"
14-18,Oily,Oily to Normal,No,Wrinkles,General,Peptides + Coenzyme Q10 + Retinol,3% + 10% + 8%,"Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles"
14-18,Oily,Extreme Oily,Yes,Acne,Comedonal,Salicylic Acid + Zinc PCA + Niacinamide,5% + 3% + 2%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,Yes,Acne,Inflammatory,Green Tea Extract + Benzoyl Peroxide + Niacinamide,10% + 1% + 8%,"Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,Yes,Acne,Nodular,Benzoyl Peroxide + Salicylic Acid + Azelaic Acid,5% + 2% + 8%,"Kills acne-causing bacteria, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
14-18,Oily,Extreme Oily,Yes,Acne,Cystic,Niacinamide + Salicylic Acid + Zinc PCA,1% + 10% + 8%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Controls sebum production"
14-18,Oily,Extreme Oily,Yes,Dark Circles,Pigmented,Licorice Extract + Vitamin K + Caffeine,8% + 0.5% + 5%,"Lightens dark spots and evens skin tone, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
14-18,Oily,Extreme Oily,Yes,Dark Circles,Vascular,Hyaluronic Acid + Caffeine + Vitamin K,10% + 5% + 0.5%,"Hydrates and plumps the skin, Reduces puffiness and improves circulation, Improves blood circulation under eyes"
14-18,Oily,Extreme Oily,Yes,Dark Spots,General,Vitamin C + Licorice Extract + Kojic Acid,3% + 10% + 5%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration"
14-18,Oily,Extreme Oily,Yes,Dullness,General,Niacinamide + Hyaluronic Acid + Vitamin C,5% + 0.5% + 8%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,Yes,Hyperpigmentation,General,Licorice Extract + Alpha Arbutin + Tranexamic Acid,2% + 1% + 8%,"Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation"
14-18,Oily,Extreme Oily,Yes,Open Pores,General,Clay + Niacinamide + Azelaic Acid,0.5% + 10% + 8%,"Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
14-18,Oily,Extreme Oily,Yes,Redness,General,Chamomile Extract + Centella Asiatica + Aloe Vera,1% + 2% + 10%,"Calms redness and irritation, Soothes irritation and repairs skin barrier, Soothes and hydrates irritated skin"
14-18,Oily,Extreme Oily,Yes,Sun Tan,General,Aloe Vera + Alpha Arbutin + Licorice Extract,2% + 1% + 10%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
14-18,Oily,Extreme Oily,Yes,Whiteheads / Blackheads,General,Zinc PCA + Glycolic Acid + Niacinamide,3% + 1% + 8%,"Controls sebum production, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,Yes,Wrinkles,General,Niacinamide + Retinol + Hyaluronic Acid,5% + 8% + 3%,"Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles, Hydrates and plumps the skin"
14-18,Oily,Extreme Oily,No,Acne,Comedonal,Green Tea Extract + Niacinamide + Salicylic Acid,8% + 0.5% + 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
14-18,Oily,Extreme Oily,No,Acne,Inflammatory,Zinc PCA + Salicylic Acid + Green Tea Extract,2% + 3% + 5%,"Controls sebum production, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
14-18,Oily,Extreme Oily,No,Acne,Nodular,Benzoyl Peroxide + Azelaic Acid + Green Tea Extract,0.5% + 5% + 3%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
14-18,Oily,Extreme Oily,No,Acne,Cystic,Benzoyl Peroxide + Niacinamide + Azelaic Acid,2% + 3% + 10%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
14-18,Oily,Extreme Oily,No,Dark Circles,Pigmented,Licorice Extract + Hyaluronic Acid + Vitamin C,10% + 2% + 1%,"Lightens dark spots and evens skin tone, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,No,Dark Circles,Vascular,Vitamin K + Niacinamide + Vitamin C,0.5% + 3% + 2%,"Improves blood circulation under eyes, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,No,Dark Spots,General,Niacinamide + Kojic Acid + Vitamin C,3% + 5% + 10%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,No,Dullness,General,Green Tea Extract + Lactic Acid + Niacinamide,5% + 2% + 8%,"Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,No,Hyperpigmentation,General,Vitamin C + Licorice Extract + Tranexamic Acid,3% + 0.5% + 5%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces melanin production and pigmentation"
14-18,Oily,Extreme Oily,No,Open Pores,General,Niacinamide + Azelaic Acid + Clay,0.5% + 3% + 10%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores"
14-18,Oily,Extreme Oily,No,Redness,General,Chamomile Extract + Green Tea Extract + Aloe Vera,2% + 10% + 0.5%,"Calms redness and irritation, Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin"
14-18,Oily,Extreme Oily,No,Sun Tan,General,Vitamin C + Licorice Extract + Aloe Vera,8% + 5% + 0.5%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin"
14-18,Oily,Extreme Oily,No,Whiteheads / Blackheads,General,Salicylic Acid + Glycolic Acid + Niacinamide,5% + 10% + 0.5%,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,No,Wrinkles,General,Retinol + Peptides + Coenzyme Q10,0.5% + 2% + 1%,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Comedonal,Salicylic Acid + Zinc PCA + Azelaic Acid,3% + 8% + 1%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces acne and improves skin texture"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Inflammatory,Benzoyl Peroxide + Green Tea Extract + Salicylic Acid,3% + 5% + 2%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Nodular,Green Tea Extract + Niacinamide + Zinc PCA,0.5% + 8% + 10%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Controls sebum production"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Cystic,Niacinamide + Salicylic Acid + Green Tea Extract,10% + 8% + 3%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Pigmented,Licorice Extract + Hyaluronic Acid + Vitamin C,0.5% + 5% + 2%,"Lightens dark spots and evens skin tone, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Vascular,Vitamin K + Vitamin C + Caffeine,5% + 3% + 10%,"Improves blood circulation under eyes, Brightens skin and reduces pigmentation, Reduces puffiness and improves circulation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Spots,General,Kojic Acid + Niacinamide + Licorice Extract,5% + 0.5% + 2%,"Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dullness,General,Vitamin C + Green Tea Extract + Niacinamide,1% + 10% + 0.5%,"Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Hyperpigmentation,General,Alpha Arbutin + Tranexamic Acid + Niacinamide,10% + 8% + 5%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Open Pores,General,Green Tea Extract + Azelaic Acid + Clay,10% + 2% + 5%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Redness,General,Niacinamide + Centella Asiatica + Chamomile Extract,0.5% + 8% + 2%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Calms redness and irritation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Sun Tan,General,Niacinamide + Alpha Arbutin + Vitamin C,3% + 1% + 8%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Whiteheads / Blackheads,General,Niacinamide + Zinc PCA + Willow Bark Extract,0.5% + 10% + 3%,"Reduces inflammation and regulates sebum, Controls sebum production, Naturally exfoliates and clears pores"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Wrinkles,General,Niacinamide + Retinol + Coenzyme Q10,0.5% + 1% + 10%,"Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles, Provides antioxidant protection and supports skin repair"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Comedonal,Green Tea Extract + Zinc PCA + Salicylic Acid,8% + 5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Controls sebum production, Unclogs pores and removes excess oil"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Inflammatory,Benzoyl Peroxide + Azelaic Acid + Niacinamide,5% + 10% + 8%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Nodular,Green Tea Extract + Salicylic Acid + Zinc PCA,10% + 3% + 8%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Controls sebum production"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Cystic,Green Tea Extract + Zinc PCA + Benzoyl Peroxide,2% + 5% + 8%,"Provides antioxidant and anti-inflammatory benefits, Controls sebum production, Kills acne-causing bacteria"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Pigmented,Licorice Extract + Niacinamide + Caffeine,10% + 1% + 0.5%,"Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Vascular,Hyaluronic Acid + Vitamin C + Licorice Extract,8% + 3% + 2%,"Hydrates and plumps the skin, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dark Spots,General,Niacinamide + Vitamin C + Alpha Arbutin,1% + 5% + 0.5%,"Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation, Reduces hyperpigmentation and dark spots"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dullness,General,Vitamin C + Green Tea Extract + Niacinamide,8% + 1% + 2%,"Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Hyperpigmentation,General,Niacinamide + Licorice Extract + Alpha Arbutin,1% + 8% + 2%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Open Pores,General,Salicylic Acid + Clay + Azelaic Acid,8% + 1% + 3%,"Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores, Reduces acne and improves skin texture"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Redness,General,Niacinamide + Centella Asiatica + Chamomile Extract,3% + 10% + 1%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Calms redness and irritation"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Sun Tan,General,Vitamin C + Licorice Extract + Alpha Arbutin,10% + 1% + 2%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Whiteheads / Blackheads,General,Glycolic Acid + Salicylic Acid + Niacinamide,10% + 2% + 1%,"Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Wrinkles,General,Niacinamide + Hyaluronic Acid + Retinol,2% + 10% + 1%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Stimulates collagen production and reduces wrinkles"
